sno,eno,belief_A,belief_B,belief_Q,cg_A,cg_B,order,question,answer,context_type,cid,annotator
2,3.0,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that The company have had most interest in Japan?,No,mid,4245,Magda
2,3.0,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that The company have had most interest in Japan?,No,mid,4245,Magda
2,3.0,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that The company have had most interest in Japan?,No,mid,4245,Magda
2,3.0,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that The company have had most interest in Japan?,No,mid,4245,Magda
2,3.0,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that The company have had most interest in Japan?,No,mid,4245,Magda
2,3.0,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that The company have had most interest in Japan?,No,mid,4245,Magda
2,3.0,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that The company have had most interest in Japan?,No,mid,4245,Magda
2,3.0,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that The company have had most interest in Japan?,No,mid,4245,Magda
2,3.0,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that The company have had most interest in Japan?,No,mid,4245,Magda
2,3.0,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that The company have had most interest in Japan?,No,mid,4245,Magda
2,3.0,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that The company have had most interest in Japan?,No,mid,4245,Magda
2,3.0,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that The company have had most interest in Japan?,No,mid,4245,Magda
2,3.0,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that The company have had most interest in Japan?,No,mid,4245,Magda
3,3.0,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that The company have had most interest in Japan?,No,end,4245,Magda
3,3.0,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that The company have had most interest in Japan?,Yes,end,4245,Magda
3,3.0,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that The company have had most interest in Japan?,Yes,end,4245,Magda
3,3.0,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that The company have had most interest in Japan?,No,end,4245,Magda
3,3.0,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that The company have had most interest in Japan?,Yes,end,4245,Magda
3,3.0,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that The company have had most interest in Japan?,Yes,end,4245,Magda
3,3.0,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that The company have had most interest in Japan?,No,end,4245,Magda
3,3.0,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that The company have had most interest in Japan?,Yes,end,4245,Magda
3,3.0,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that The company have had most interest in Japan?,Yes,end,4245,Magda
3,3.0,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that The company have had most interest in Japan?,No,end,4245,Magda
3,3.0,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that The company have had most interest in Japan?,Yes,end,4245,Magda
3,3.0,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that The company have had most interest in Japan?,Yes,end,4245,Magda
3,3.0,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that The company have had most interest in Japan?,No,end,4245,Magda
3,3.0,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that The company have had most interest in Japan?,Yes,end,4245,Magda
3,3.0,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that The company have had most interest in Japan?,Yes,end,4245,Magda
3,3.0,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that The company have had most interest in Japan?,No,end,4245,Magda
3,3.0,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that The company have had most interest in Japan?,Yes,end,4245,Magda
3,3.0,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that The company have had most interest in Japan?,Yes,end,4245,Magda
106,3.0,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that The company have had most interest in Japan?,No,mid,4245,Magda
106,3.0,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that The company have had most interest in Japan?,Yes,mid,4245,Magda
106,3.0,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that The company have had most interest in Japan?,Yes,mid,4245,Magda
106,3.0,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that The company have had most interest in Japan?,No,mid,4245,Magda
106,3.0,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that The company have had most interest in Japan?,Yes,mid,4245,Magda
106,3.0,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that The company have had most interest in Japan?,Yes,mid,4245,Magda
106,3.0,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that The company have had most interest in Japan?,No,mid,4245,Magda
106,3.0,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that The company have had most interest in Japan?,Yes,mid,4245,Magda
106,3.0,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that The company have had most interest in Japan?,Yes,mid,4245,Magda
106,3.0,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that The company have had most interest in Japan?,No,mid,4245,Magda
106,3.0,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that The company have had most interest in Japan?,Yes,mid,4245,Magda
106,3.0,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that The company have had most interest in Japan?,Yes,mid,4245,Magda
106,3.0,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that The company have had most interest in Japan?,No,mid,4245,Magda
106,3.0,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that The company have had most interest in Japan?,Yes,mid,4245,Magda
106,3.0,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that The company have had most interest in Japan?,Yes,mid,4245,Magda
106,3.0,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that The company have had most interest in Japan?,No,mid,4245,Magda
106,3.0,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that The company have had most interest in Japan?,Yes,mid,4245,Magda
106,3.0,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that The company have had most interest in Japan?,Yes,mid,4245,Magda
210,3.0,CT+,CT+,CT-,JA,JA,1,Does A believe it is certainly not true that The company have had most interest in Japan?,No,end,4245,Magda
210,3.0,CT+,CT+,CT+,JA,JA,1,Does A believe it is certainly true that The company have had most interest in Japan?,Yes,end,4245,Magda
210,3.0,CT+,CT+,PS,JA,JA,1,Does A believe it is possibly true that The company have had most interest in Japan?,Yes,end,4245,Magda
210,3.0,CT+,CT+,CT-,JA,JA,1,Does B believe it is certainly not true that The company have had most interest in Japan?,No,end,4245,Magda
210,3.0,CT+,CT+,CT+,JA,JA,1,Does B believe it is certainly true that The company have had most interest in Japan?,Yes,end,4245,Magda
210,3.0,CT+,CT+,PS,JA,JA,1,Does B believe it is possibly true that The company have had most interest in Japan?,Yes,end,4245,Magda
210,3.0,CT+,CT+,CT-,JA,JA,2,Does A believe that B believes it is certainly not true that The company have had most interest in Japan?,No,end,4245,Magda
210,3.0,CT+,CT+,CT+,JA,JA,2,Does A believe that B believes it is certainly true that The company have had most interest in Japan?,Yes,end,4245,Magda
210,3.0,CT+,CT+,PS,JA,JA,2,Does A believe that B believes it is possibly true that The company have had most interest in Japan?,Yes,end,4245,Magda
210,3.0,CT+,CT+,CT-,JA,JA,2,Does B believe that A believes it is certainly not true that The company have had most interest in Japan?,No,end,4245,Magda
210,3.0,CT+,CT+,CT+,JA,JA,2,Does B believe that A believes it is certainly true that The company have had most interest in Japan?,Yes,end,4245,Magda
210,3.0,CT+,CT+,PS,JA,JA,2,Does B believe that A believes it is possibly true that The company have had most interest in Japan?,Yes,end,4245,Magda
210,3.0,CT+,CT+,CT-,JA,JA,3,Does A believe that B believes that A believes it is certainly not true that The company have had most interest in Japan?,No,end,4245,Magda
210,3.0,CT+,CT+,CT+,JA,JA,3,Does A believe that B believes that A believes it is certainly true that The company have had most interest in Japan?,Yes,end,4245,Magda
210,3.0,CT+,CT+,PS,JA,JA,3,Does A believe that B believes that A believes it is possibly true that The company have had most interest in Japan?,Yes,end,4245,Magda
210,3.0,CT+,CT+,CT-,JA,JA,3,Does B believe that A believes that B believes it is certainly not true that The company have had most interest in Japan?,No,end,4245,Magda
210,3.0,CT+,CT+,CT+,JA,JA,3,Does B believe that A believes that B believes it is certainly true that The company have had most interest in Japan?,Yes,end,4245,Magda
210,3.0,CT+,CT+,PS,JA,JA,3,Does B believe that A believes that B believes it is possibly true that The company have had most interest in Japan?,Yes,end,4245,Magda
1,5.1,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,PS,NA,NA,2,Does A believe that B believes it is possibly true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,CT-,NA,NA,2,Does B believe that A believes it is certainly not true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,CT+,NA,NA,2,Does B believe that A believes it is certainly true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,PS,NA,NA,2,Does B believe that A believes it is possibly true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,CT-,NA,NA,3,Does A believe that B believes that A believes it is certainly not true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,CT+,NA,NA,3,Does A believe that B believes that A believes it is certainly true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,PS,NA,NA,3,Does A believe that B believes that A believes it is possibly true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,CT-,NA,NA,3,Does B believe that A believes that B believes it is certainly not true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,CT+,NA,NA,3,Does B believe that A believes that B believes it is certainly true that A teaches two classes?,No,end,4245,Magda
1,5.1,NB,NB,PS,NA,NA,3,Does B believe that A believes that B believes it is possibly true that A teaches two classes?,No,end,4245,Magda
3,5.1,NB,NB,CT-,NA,NA,1,Does A believe it is certainly not true that A teaches two classes?,No,mid,4245,Magda
3,5.1,NB,NB,CT+,NA,NA,1,Does A believe it is certainly true that A teaches two classes?,No,mid,4245,Magda
3,5.1,NB,NB,PS,NA,NA,1,Does A believe it is possibly true that A teaches two classes?,No,mid,4245,Magda
3,5.1,NB,NB,CT-,NA,NA,1,Does B believe it is certainly not true that A teaches two classes?,No,mid,4245,Magda
3,5.1,NB,NB,CT+,NA,NA,1,Does B believe it is certainly true that A teaches two classes?,No,mid,4245,Magda
3,5.1,NB,NB,PS,NA,NA,1,Does B believe it is possibly true that A teaches two classes?,No,mid,4245,Magda
3,5.1,NB,NB,CT-,NA,NA,2,Does A believe that B believes it is certainly not true that A teaches two classes?,No,mid,4245,Magda
3,5.1,NB,NB,CT+,NA,NA,2,Does A believe that B believes it is certainly true that A teaches two classes?,No,mid,4245,Magda
