CID,Annotator,Sentence,Sno.,Preprocessed,Eno.,Source,Target,Belief,Event
4245,Magda,"B: I still, all I want to do is sleep now. I’ve been trying to nap for the longest time today.",133,"I still, all I want to do is sleep now. I’ve been trying to nap for the longest time today.",133.4,B,nap,unknown,to nap for the longest time today
4245,Magda,A: {laugh},134,, , , , , 
4245,Magda,B: Every time I lay down a phone rings and like random people call me.,135,Every time I lay down a phone rings and like random people call me.,135.1,B,lay,true,Every time I lay down a phone rings
4245,Magda,B: Every time I lay down a phone rings and like random people call me.,135,Every time I lay down a phone rings and like random people call me.,135.2,B,rings,true,a phone rings
4245,Magda,B: Every time I lay down a phone rings and like random people call me.,135,Every time I lay down a phone rings and like random people call me.,135.3,B,call,true,like random people call me.
4245,Magda,B: You’re not that random but it’s kind of random receiving a phone call from you. {laugh},136,You’re not that random but it’s kind of random receiving a phone call from you.,136.1,B,call,true,a phone call
4245,Magda,A: **Eee**. {laugh},137,**Eee**., , , , , 
4245,Magda,B: I mean you’re not a random person but,138,I mean you’re not a random person but,138.1,B,mean,true,I mean
4245,Magda,"A: Well thank you.  I appreciate being considered non, %er non random.",139,"Well thank you. I appreciate being considered non, non random.",139.1,A,appreciate,true,"I appreciate being considered non, non random."
4245,Magda,B: No. You’re pretty organized and orderly {laugh}.,140,No. You’re pretty organized and orderly,140.1,B,organized,unknown,You’re pretty organized
4245,Magda,A: Thank you. {laugh},141,Thank you.,141.1,A,Thank,true,Thank you.
4245,Magda,B: ((you’re random)),142,you’re random,142.1,B,random,true,you’re random
4245,Magda,B: {breath} No problem. {inhale},143,No problem.,143.1,B,problem,true,No problem.
4245,Magda,B: &Jody’s going to be shocked that I heard from you.,144,Jody’s going to be shocked that I heard from you.,144.1,B,shocked,true,to be shocked that I heard from you
4245,Magda,B: &Jody’s going to be shocked that I heard from you.,144,Jody’s going to be shocked that I heard from you.,144.2,B,heard,true,that I heard from you
4245,Magda,A: She what?,145,She what?,145.1,A,what,true,what?
4245,Magda,B: She’s going to be happy [distortion] that I heard [/distortion],146,She’s going to be happy that I heard,146.1,B,happy,true,to be happy that I heard
4245,Magda,B: She’s going to be happy [distortion] that I heard [/distortion],146,She’s going to be happy that I heard,146.2,B,heard,true,that I heard
4245,Magda,A: oh yeah.,147,oh yeah.,147.1,A,oh,true,oh yeah.
4245,Magda,B: Did you get her postcard?,148,Did you get her postcard?,148.1,B,get,unknown,Did you get her postcard?
4245,Magda,A: I haven’t heard,149,I haven’t heard,149.1,A,heard,false,I haven’t heard
4245,Magda,A: %hm from her?,150,from her?,150.1,A,her,true,her
4245,Magda,B: yeah.,151,yeah.,151.1,B,yeah,true,yeah.
4245,Magda,A: No %huh I haven’t heard from her at all.,152,No I haven’t heard from her at all.,152.1,A,heard,false,No I haven’t heard from her at all.
4245,Magda,B: She sent you a postcard. In fact we both sent you postcards.,153,She sent you a postcard. In fact we both sent you postcards.,153.1,B,sent,true,She sent you a postcard.
4245,Magda,B: She sent you a postcard. In fact we both sent you postcards.,153,She sent you a postcard. In fact we both sent you postcards.,153.2,B,sent,true,In fact we both sent you postcards.
4245,Magda,A: %ah.,154,ah.,154.1,A,ah,true,ah.
4245,Magda,A: All right. [[drawn out]],155,All right.,155.1,A,All,true,All
4245,Magda,B: yeah. {breath} You know what?,156,yeah. You know what?,156.1,B,know,true,You know what?
4245,Magda,A: What?,157,What?, , , , , 
4245,Magda,B: I just came back from the &U &S and I have some letters for you including that little package. I don’t know what to do with that little package.,158,I just came back from the U S and I have some letters for you including that little package. I don’t know what to do with that little package.,158.1,B,came,true,I just came back from the U S
4245,Magda,B: I just came back from the &U &S and I have some letters for you including that little package. I don’t know what to do with that little package.,158,I just came back from the U S and I have some letters for you including that little package. I don’t know what to do with that little package.,158.2,B,have,true,I have some letters for you including that little package.
4245,Magda,B: I just came back from the &U &S and I have some letters for you including that little package. I don’t know what to do with that little package.,158,I just came back from the U S and I have some letters for you including that little package. I don’t know what to do with that little package.,158.3,B,know,false,I don’t know what to do with that little package.
4245,Magda,B: I just came back from the &U &S and I have some letters for you including that little package. I don’t know what to do with that little package.,158,I just came back from the U S and I have some letters for you including that little package. I don’t know what to do with that little package.,158.4,B,do,unknown,do
4245,Magda,A: {laugh},159,, , , , , 
4245,Magda,"B: I it, it is henna.",160,"I it, it is henna.",160.1,B,it,true,it
4245,Magda,"B: I it, it is henna.",160,"I it, it is henna.",160.2,B,henna,true,henna
4245,Magda,A: uh-huh.,161,uh-huh.,161.1,A,uh,true,uh-huh.
4245,Magda,B: And %um I don’t know,162,And I don’t know,162.1,B,know,false,And I don’t know
4245,Magda,"A: Well I think, no you know what I think you should do.",163,"Well I think, no you know what I think you should do.",163.1,A,think,true,"Well I think,"
4245,Magda,"A: Well I think, no you know what I think you should do.",163,"Well I think, no you know what I think you should do.",163.2,A,think,unknown,I think you should do
4245,Magda,"A: Well I think, no you know what I think you should do.",163,"Well I think, no you know what I think you should do.",163.3,A,know,false,"Well I think, no you know what I think you should do."
4245,Magda,"A: Well I think, no you know what I think you should do.",163,"Well I think, no you know what I think you should do.",163.4,A,do,unknown,what I think you should do
4245,Magda,B: (( )) [distortion],164,, , , , , 
4245,Magda,A: &Dorota please. Really.,165,Dorota please. Really.,165.1,A,please,true,Dorota please.
4245,Magda,B: %uh. [distorted],166,., , , , , 
4245,Magda,"A: The package of henna, share it with &Magda.",167,"The package of henna, share it with Magda.",167.1,A,share,true,"The package of henna, share it with Magda."
4245,Magda,B: {laugh} &Magda is gone so maybe I’ll do it in my hair.,168,Magda is gone so maybe I’ll do it in my hair.,168.1,B,gone,true,Magda is gone so maybe I’ll do it in my hair.
4245,Magda,B: {laugh} &Magda is gone so maybe I’ll do it in my hair.,168,Magda is gone so maybe I’ll do it in my hair.,168.2,B,do,ptrue,so maybe I’ll do it in my hair.
4245,Magda,A: okay. {laugh} It’s a nice brown.,169,okay. It’s a nice brown.,169.1,A,It,true,It
4245,Magda,"B: oh is it? Good, good.",170,"oh is it? Good, good.",170.1,B,good,true,Good
4245,Magda,A: yeah. Well a friend of mine from &Florida sent that to me.,171,yeah. Well a friend of mine from Florida sent that to me.,171.1,A,sent,true,Well a friend of mine from Florida sent that to me.
4245,Magda,B: %eh yeah. She’s from &Gainesville (( )),172,yeah. She’s from Gainesville,172.1,B,yeah,true,yeah.
4245,Magda,A: &Gainesville &Florida. mhm. [channel noise],173,Gainesville Florida. mhm.,173.1,A,Gainesville,true,Gainesville Florida.
4245,Magda,B: <? (( ))> {laugh},174,<?, , , , , 
4245,Magda,A: yeah <? (( ))>,175,yeah?,175.1,A,yeah,true,yeah?
4245,Magda,B: (( )),176,, , , , , 
4245,Magda,A: And,177,And, , , , , 
4245,Magda,A: yeah so {breath} I I would like to think that it goes to a good because sending it back to me would probably just be ludicrous so {breath} you know why don’t you just,178,yeah so I I would like to think that it goes to a good because sending it back to me would probably just be ludicrous so you know why don’t you just,178.1,A,think,unknown,to think that it goes to a good because sending it back to me would probably just be ludicrous
4245,Magda,A: yeah so {breath} I I would like to think that it goes to a good because sending it back to me would probably just be ludicrous so {breath} you know why don’t you just,178,yeah so I I would like to think that it goes to a good because sending it back to me would probably just be ludicrous so you know why don’t you just,178.2,A,goes,unknown,that it goes to a good because sending it back to me would probably just be ludicrous
4245,Magda,A: yeah so {breath} I I would like to think that it goes to a good because sending it back to me would probably just be ludicrous so {breath} you know why don’t you just,178,yeah so I I would like to think that it goes to a good because sending it back to me would probably just be ludicrous so you know why don’t you just,178.3,A,sending,unknown,sending it back to me
4245,Magda,A: yeah so {breath} I I would like to think that it goes to a good because sending it back to me would probably just be ludicrous so {breath} you know why don’t you just,178,yeah so I I would like to think that it goes to a good because sending it back to me would probably just be ludicrous so you know why don’t you just,178.4,A,ludicrous,unknown,because sending it back to me would probably just be ludicrous
4245,Magda,A: yeah so {breath} I I would like to think that it goes to a good because sending it back to me would probably just be ludicrous so {breath} you know why don’t you just,178,yeah so I I would like to think that it goes to a good because sending it back to me would probably just be ludicrous so you know why don’t you just,178.5,A,like,true,so I I would like to think that it goes to a good because sending it back to me would probably just be ludicrous
4245,Magda,B: [distortion] So I can keep it. [/distortion],179,So I can keep it.,179.1,B,keep,unknown,So I can keep it.
4245,Magda,B: I’m opening it up right now as you speak so I can put a ((world peace)) stamp on it.,180,I’m opening it up right now as you speak so I can put a world peace stamp on it.,180.1,B,opening,true,I’m opening it up right now as you speak so I can put a world peace stamp on it.
4245,Magda,B: I’m opening it up right now as you speak so I can put a ((world peace)) stamp on it.,180,I’m opening it up right now as you speak so I can put a world peace stamp on it.,180.2,B,speak,true,as you speak
4245,Magda,B: I’m opening it up right now as you speak so I can put a ((world peace)) stamp on it.,180,I’m opening it up right now as you speak so I can put a world peace stamp on it.,180.3,B,put,unknown,so I can put a world peace stamp on it
