CID,Annotator,Sentence,Sno.,Preprocessed,Coref Resolved,Eno.,Source,Target,Belief,Event
4245,Magda,"A: and his name wa-, his name is &Mark &Zalin-, Ya-, no, &Yalinsky. {breath} And it said, and it was",103,"and his name his name is Mark no, Yalinsky. And it said, and it was","and this guy's name this guy's name is Mark no, Yalinsky. And it said, and it was",103.1,A,said,true,"And it said,"
4245,Magda,"A: and his name wa-, his name is &Mark &Zalin-, Ya-, no, &Yalinsky. {breath} And it said, and it was",103,"and his name his name is Mark no, Yalinsky. And it said, and it was","and this guy's name this guy's name is Mark no, Yalinsky. And it said, and it was",103.2,A,is,true,"and this guy's name this guy's name is Mark no, Yalinsky."
4245,Magda,A: and it was his email thing and it said U N I <Polish Lodz> &Poland.,104,and it was his email thing and it said U N IPolish Lodz> Poland.,and this thing that I got was this guy's email thing and this thing that I got last week said U N IPolish Lodz> Poland.,104.1,A,said,true,and this thing that A got was this guy's email thing and this thing that A got last week said U N IPolish Lodz> Poland.
4245,Magda,B: ((You told me)).,105,You told me.,Tom told me.,105.1,B,told,true,Tom told me.
4245,Magda,A: And I’m like,106,And I’m like,And I’m like,106.1,A,like,true,And A’m like
4245,Magda,A: And it was a &Playboy joke on this thing. It was done as an example of what we do. [[last four words spoken with a laugh]],107,And it was a Playboy joke on this thing. It was done as an example of what we do.,And it was a Playboy joke on this thing that I got last week. It was done as an example of what we do.,107.1,A,was,true,And it was a Playboy joke on this thing that A got last week.
4245,Magda,A: And it was a &Playboy joke on this thing. It was done as an example of what we do. [[last four words spoken with a laugh]],107,And it was a Playboy joke on this thing. It was done as an example of what we do.,And it was a Playboy joke on this thing that I got last week. It was done as an example of what we do.,107.2,A,done,true,It was done as an example of what we do.
4245,Magda,B: {laugh},108, , , , , , , 
4245,Magda,A: {breath} And it was from <Polish Lodz>. And I’m like did somebody try to get a hold of you and he goes no.,109,And it was fromPolish Lodz>. And I’m like did somebody try to get a hold of you and he goes no.,And this thing that I got last week was fromPolish Lodz>. And I’m like did somebody try to get a hold of Tom and Tom goes no.,109.1,A,try,unknown,like did somebody try to get a hold of Tom
4245,Magda,A: {breath} And it was from <Polish Lodz>. And I’m like did somebody try to get a hold of you and he goes no.,109,And it was fromPolish Lodz>. And I’m like did somebody try to get a hold of you and he goes no.,And this thing that I got last week was fromPolish Lodz>. And I’m like did somebody try to get a hold of Tom and Tom goes no.,109.2,A,get,unknown,that A got last week
4245,Magda,A: {breath} And it was from <Polish Lodz>. And I’m like did somebody try to get a hold of you and he goes no.,109,And it was fromPolish Lodz>. And I’m like did somebody try to get a hold of you and he goes no.,And this thing that I got last week was fromPolish Lodz>. And I’m like did somebody try to get a hold of Tom and Tom goes no.,109.3,A,goes,unknown,goes no
4245,Magda,"A: I go well there’s this thing. I said look at this and it sa-, and it you know is all in code.",110,I go well there’s this thing. I said look at this and it and it you know is all in code.,I go well there’s this thing. I said look at this thing and this thing and this thing you know is all in code.,110.1,A,go,true,A go well there’s this thing.
4245,Magda,"A: I go well there’s this thing. I said look at this and it sa-, and it you know is all in code.",110,I go well there’s this thing. I said look at this and it and it you know is all in code.,I go well there’s this thing. I said look at this thing and this thing and this thing you know is all in code.,110.2,A,said,true,A said look at this thing
4245,Magda,"A: I go well there’s this thing. I said look at this and it sa-, and it you know is all in code.",110,I go well there’s this thing. I said look at this and it and it you know is all in code.,I go well there’s this thing. I said look at this thing and this thing and this thing you know is all in code.,110.3,A,look,unknown,look at this thing
4245,Magda,"A: I go well there’s this thing. I said look at this and it sa-, and it you know is all in code.",110,I go well there’s this thing. I said look at this and it and it you know is all in code.,I go well there’s this thing. I said look at this thing and this thing and this thing you know is all in code.,110.4,A,know,true,B know
4245,Magda,B: uh-huh.,111,uh-huh.,uh-huh.,111.1,B,uh,true,uh-huh.
4245,Magda,A: And he goes ooh weird. He goes I didn’t do that. {laugh},112,And he goes ooh weird. He goes I didn’t do that.,And Tom goes ooh weird. Tom goes Tom didn’t do that.,112.1,A,goes,true,And Tom goes ooh weird.
4245,Magda,A: And he goes ooh weird. He goes I didn’t do that. {laugh},112,And he goes ooh weird. He goes I didn’t do that.,And Tom goes ooh weird. Tom goes Tom didn’t do that.,112.2,A,goes,true,Tom goes Tom
4245,Magda,A: And he goes ooh weird. He goes I didn’t do that. {laugh},112,And he goes ooh weird. He goes I didn’t do that.,And Tom goes ooh weird. Tom goes Tom didn’t do that.,112.3,A,do,unknown,did
4245,Magda,B: {laugh} That’s really funny.,113,That’s really funny.,That’s really funny.,113.1,B,funny,true,That’s really funny.
4245,Magda,A: yeah.,114,yeah.,yeah.,114.1,A,yeah,true,yeah.
4245,Magda,B: Small world %huh?,115,Small world,Small world,115.1,B,world,true,Small world
4245,Magda,A: You’re,116,You’re,You’re,116.1,A,’re,true,B’re
4245,Magda,A: yeah. And now are you not smoking?,117,yeah. And now are you not smoking?,yeah. And now are you not smoking?,117.1,A,smoking,false,And now are B not smoking?
4245,Magda,B: No. I am smoking.,118,No. I am smoking.,No. I am smoking.,118.1,B,smoking,false,B am smoking.
4245,Magda,A: yeah. Well I did a few when I’ve been back too.,119,yeah. Well I did a few when I’ve been back too.,yeah. Well I did a few when I’ve been back too.,119.1,A,did,true,Well A did a few when A’ve been back too.
4245,Magda,A: yeah. Well I did a few when I’ve been back too.,119,yeah. Well I did a few when I’ve been back too.,yeah. Well I did a few when I’ve been back too.,119.2,A,been,true,when A’ve been back too
4245,Magda,B: yeah. I’ve been smoking big time. It’s been a rough couple months.,120,yeah. I’ve been smoking big time. It’s been a rough couple months.,yeah. I’ve been smoking big time. It’s been a rough couple months.,120.1,B,smoking,true,B’ve been smoking big time.
4245,Magda,B: yeah. I’ve been smoking big time. It’s been a rough couple months.,120,yeah. I’ve been smoking big time. It’s been a rough couple months.,yeah. I’ve been smoking big time. It’s been a rough couple months.,120.2,B,been,true,been
4245,Magda,A: yeah?,121,yeah?,yeah?,121.1,A,yeah,true,yeah?
4245,Magda,B: Well yeah it’s been [distortion] really [/distortion] busy.,122,Well yeah it’s been really busy.,Well yeah it’s been really busy.,122.1,B,busy,true,Well yeah it’s been really busy.
4245,Magda,A: The kid sister thing?,123,The kid sister thing?,The kid sister thing?,123.1,A,thing,true,The kid sister thing?
4245,Magda,B: %huh?,124,huh?,huh?,124.1,B,huh,true,huh?
4245,Magda,A: The kid sister thing?,125,The kid sister thing?,The kid sister thing?,125.1,A,thing,true,The kid sister thing?
4245,Magda,B: Well no. Not really that but it’s been really busy as far as work is concerned.,126,Well no. Not really that but it’s been really busy as far as work is concerned.,Well no. Not really that but it’s been really busy as far as work is concerned.,126.1,B,busy,true,but it’s been really busy as far as work is concerned.
4245,Magda,A: Sure. yeah.,127,Sure. yeah.,Sure. yeah.,127.1,A,Sure,true,Sure.
4245,Magda,B: You know? Now things are just like kind of mellow and I’m just n- you know wrapping things up so it’s not that bad.,128,You know? Now things are just like kind of mellow and I’m just you know wrapping things up so it’s not that bad.,You know? Now things are just like kind of mellow and I’m just you know wrapping things up so it’s not that bad.,128.1,B,know,true,A know?
4245,Magda,B: You know? Now things are just like kind of mellow and I’m just n- you know wrapping things up so it’s not that bad.,128,You know? Now things are just like kind of mellow and I’m just you know wrapping things up so it’s not that bad.,You know? Now things are just like kind of mellow and I’m just you know wrapping things up so it’s not that bad.,128.2,B,wrapping,true,A know wrapping things up so it’s not that bad
